Drug ID,Drug name,Target ID,Target name,Score,Label
DB00502,Haloperidol,3357,HTR2B,1.0609,1
DB00819,Acetazolamide,765,CA6,1.0607,1
DB00813,Fentanyl,4988,OPRM1,1.0606,1
DB01268,Sunitinib,6788,STK3,1.0601,1
DB00334,Olanzapine,3358,HTR2C,1.0596,1
DB01254,Dasatinib,2268,FGR,1.0592,1
DB00734,Risperidone,3351,HTR1B,1.0589,1
DB01624,Zuclopenthixol,152,ADRA2C,1.0586,0
DB00450,Droperidol,150,ADRA2A,1.0581,1
DB00476,Duloxetine,3357,HTR2B,1.0581,1
DB04946,Iloperidone,3352,HTR1D,1.0581,1
DB00843,Donepezil,10280,SIGMAR1,1.0578,1
DB01288,Fenoterol,153,ADRB1,1.0578,0
DB00434,Cyproheptadine,1133,CHRM5,1.0573,1
DB01149,Nefazodone,152,ADRA2C,1.0572,0
DB00477,Chlorpromazine,3351,HTR1B,1.0568,1
DB01268,Sunitinib,9212,AURKB,1.0566,1
DB00481,Raloxifene,1814,DRD3,1.0564,1
DB00408,Loxapine,1129,CHRM2,1.0563,1
DB00255,Diethylstilbestrol,367,AR,1.0555,0
DB00458,Imipramine,6531,SLC6A3,1.0554,1
DB01268,Sunitinib,6793,STK10,1.0552,1
DB00679,Thioridazine,1812,DRD1,1.055,1
DB00988,Dopamine,3358,HTR2C,1.0548,0
DB01268,Sunitinib,27330,RPS6KA6,1.0548,1
DB00259,Sulfanilamide,765,CA6,1.0547,1
DB00363,Clozapine,3351,HTR1B,1.0547,1
DB00472,Fluoxetine,10280,SIGMAR1,1.0547,1
DB00408,Loxapine,1128,CHRM1,1.0542,1
DB00321,Amitriptyline,6532,SLC6A4,1.0538,1
DB01200,Bromocriptine,152,ADRA2C,1.0537,1
DB06616,Bosutinib,6714,SRC,1.0537,1
DB01118,Amiodarone,1813,DRD2,1.0536,1
DB00675,Tamoxifen,6532,SLC6A4,1.0532,1
DB00734,Risperidone,3358,HTR2C,1.053,1
DB00477,Chlorpromazine,3357,HTR2B,1.0529,1
DB00502,Haloperidol,1814,DRD3,1.0528,1
DB00568,Cinnarizine,1814,DRD3,1.0527,1
DB00409,Remoxipride,3356,HTR2A,1.0525,1
DB00476,Duloxetine,3352,HTR1D,1.0521,1
DB01268,Sunitinib,6725,SRMS,1.0519,0
DB00477,Chlorpromazine,150,ADRA2A,1.0518,1
DB01268,Sunitinib,2043,EPHA4,1.0516,0
DB01239,Chlorprothixene,1133,CHRM5,1.0515,1
DB00408,Loxapine,3352,HTR1D,1.0512,1
DB06711,Naphazoline,152,ADRA2C,1.0512,1
DB00647,Dextropropoxyphene,4988,OPRM1,1.051,0
DB04842,Fluspirilene,152,ADRA2C,1.0506,1
DB01268,Sunitinib,9344,TAOK2,1.0502,0
DB01186,Pergolide,152,ADRA2C,1.05,1
DB00433,Prochlorperazine,1815,DRD4,1.0497,1
DB01624,Zuclopenthixol,1813,DRD2,1.0497,0
DB00589,Lisuride,152,ADRA2C,1.0496,1
DB00637,Astemizole,3757,KCNH2,1.0495,1
DB00477,Chlorpromazine,1815,DRD4,1.0492,1
DB00334,Olanzapine,3269,HRH1,1.0489,1
DB00568,Cinnarizine,3358,HTR2C,1.0488,0
DB06148,Mianserin,152,ADRA2C,1.0488,1
DB05294,Vandetanib,640,BLK,1.0487,1
DB00246,Ziprasidone,152,ADRA2C,1.0482,1
DB06616,Bosutinib,6725,SRMS,1.0482,1
DB00734,Risperidone,3352,HTR1D,1.0479,1
DB01239,Chlorprothixene,3269,HRH1,1.0479,1
DB00363,Clozapine,3350,HTR1A,1.0477,1
DB00477,Chlorpromazine,3269,HRH1,1.0476,1
DB00637,Astemizole,3351,HTR1B,1.0476,0
DB01238,Aripiprazole,3357,HTR2B,1.0472,1
DB01254,Dasatinib,6714,SRC,1.0471,1
DB00540,Nortriptyline,1128,CHRM1,1.0466,1
DB00714,Apomorphine,1813,DRD2,1.0466,1
DB00476,Duloxetine,1813,DRD2,1.0465,0
DB05294,Vandetanib,673,BRAF,1.0463,0
DB00679,Thioridazine,1814,DRD3,1.0461,1
DB06616,Bosutinib,2043,EPHA4,1.0457,1
DB00539,Toremifene,150,ADRA2A,1.0456,0
DB05294,Vandetanib,4293,MAP3K9,1.0456,0
DB00247,Methysergide,3356,HTR2A,1.0454,1
DB00819,Acetazolamide,760,CA2,1.0454,1
DB05294,Vandetanib,7525,YES1,1.045,1
DB00398,Sorafenib,673,BRAF,1.0449,1
DB01268,Sunitinib,2264,FGFR4,1.0448,1
DB00543,Amoxapine,6532,SLC6A4,1.0446,1
DB01151,Desipramine,6532,SLC6A4,1.0446,1
DB00477,Chlorpromazine,148,ADRA1A,1.0444,1
DB01268,Sunitinib,2041,EPHA1,1.0444,0
DB00477,Chlorpromazine,3356,HTR2A,1.0442,1
DB06148,Mianserin,3269,HRH1,1.0441,1
DB00408,Loxapine,3351,HTR1B,1.0439,1
DB00215,Citalopram,10280,SIGMAR1,1.0437,1
DB06144,Sertindole,3351,HTR1B,1.0434,1
DB00398,Sorafenib,2268,FGR,1.0431,1
DB06589,Pazopanib,2268,FGR,1.0431,1
DB00450,Droperidol,3358,HTR2C,1.043,1
DB00457,Prazosin,152,ADRA2C,1.043,1
DB06616,Bosutinib,51086,TNNI3K,1.043,1
DB00476,Duloxetine,152,ADRA2C,1.0427,0
DB06589,Pazopanib,3055,HCK,1.0427,1
DB00637,Astemizole,10280,SIGMAR1,1.0425,1
DB01268,Sunitinib,5894,RAF1,1.0422,0
DB08877,Ruxolitinib,11184,MAP4K1,1.0421,0
DB00819,Acetazolamide,759,CA1,1.042,1
DB00988,Dopamine,152,ADRA2C,1.0418,0
DB00315,Zolmitriptan,3352,HTR1D,1.0415,1
DB00476,Duloxetine,3356,HTR2A,1.0415,1
DB00988,Dopamine,3350,HTR1A,1.0415,1
DB01268,Sunitinib,3815,KIT,1.0415,1
DB00215,Citalopram,152,ADRA2C,1.0411,0
DB00637,Astemizole,1814,DRD3,1.0411,1
DB00257,Clotrimazole,6532,SLC6A4,1.041,1
DB00477,Chlorpromazine,3350,HTR1A,1.0407,1
DB01268,Sunitinib,7525,YES1,1.0406,1
DB00283,Clemastine,6530,SLC6A2,1.0405,1
DB00408,Loxapine,3350,HTR1A,1.0405,1
DB01268,Sunitinib,6714,SRC,1.0405,1
DB01254,Dasatinib,7525,YES1,1.0402,1
DB01142,Doxepin,1128,CHRM1,1.04,1
DB00925,Phenoxybenzamine,152,ADRA2C,1.0398,0
DB00433,Prochlorperazine,3356,HTR2A,1.0397,1
DB00234,Reboxetine,10280,SIGMAR1,1.0396,0
DB00714,Apomorphine,1812,DRD1,1.0396,1
DB01079,Tegaserod,3352,HTR1D,1.0395,1
DB00472,Fluoxetine,3351,HTR1B,1.0394,0
DB00408,Loxapine,3355,HTR1F,1.0391,0
DB05294,Vandetanib,2264,FGFR4,1.0391,1
DB00726,Trimipramine,6532,SLC6A4,1.0385,1
DB06616,Bosutinib,5894,RAF1,1.0385,0
DB05294,Vandetanib,2041,EPHA1,1.0383,1
DB00933,Mesoridazine,1128,CHRM1,1.0382,1
DB01239,Chlorprothixene,1131,CHRM3,1.0382,1
DB00734,Risperidone,3350,HTR1A,1.0378,1
DB01268,Sunitinib,10114,HIPK3,1.0377,1
DB00317,Gefitinib,2268,FGR,1.0376,1
DB00320,Dihydroergotamine,3350,HTR1A,1.0376,1
DB00850,Perphenazine,1814,DRD3,1.0376,1
DB00247,Methysergide,3358,HTR2C,1.0374,1
DB00623,Fluphenazine,1814,DRD3,1.0374,1
DB00714,Apomorphine,3357,HTR2B,1.0374,1
DB06795,Mafenide,760,CA2,1.0373,1
DB00539,Toremifene,153,ADRB1,1.0369,0
DB00604,Cisapride,3355,HTR1F,1.0368,0
DB00623,Fluphenazine,3358,HTR2C,1.0368,1
DB01268,Sunitinib,6790,AURKA,1.0367,1
DB06616,Bosutinib,2041,EPHA1,1.0365,1
DB06616,Bosutinib,695,BTK,1.0362,1
DB00398,Sorafenib,3815,KIT,1.0361,1
DB01100,Pimozide,3358,HTR2C,1.036,1
DB00363,Clozapine,1128,CHRM1,1.0357,1
DB00289,Atomoxetine,6530,SLC6A2,1.0356,1
DB01238,Aripiprazole,1128,CHRM1,1.0356,1
DB00484,Brimonidine,152,ADRA2C,1.0355,1
DB00714,Apomorphine,1814,DRD3,1.0348,1
DB06616,Bosutinib,2264,FGFR4,1.0347,0
DB04946,Iloperidone,3351,HTR1B,1.0346,1
DB00703,Methazolamide,765,CA6,1.0343,1
DB01102,Arbutamine,153,ADRB1,1.034,0
DB00476,Duloxetine,1814,DRD3,1.0339,0
DB00530,Erlotinib,2268,FGR,1.0339,1
DB01268,Sunitinib,8491,MAP4K3,1.0338,1
DB05294,Vandetanib,2044,EPHA5,1.0338,1
DB04946,Iloperidone,3358,HTR2C,1.0334,1
DB05294,Vandetanib,2321,FLT1,1.0334,1
DB00317,Gefitinib,5753,PTK6,1.0333,0
DB00613,Amodiaquine,3757,KCNH2,1.0329,1
DB01268,Sunitinib,51086,TNNI3K,1.0329,0
DB06148,Mianserin,3350,HTR1A,1.0329,1
DB00320,Dihydroergotamine,3358,HTR2C,1.0327,1
DB00259,Sulfanilamide,759,CA1,1.0325,1
DB01268,Sunitinib,4145,MATK,1.0324,1
DB06616,Bosutinib,7525,YES1,1.0324,1
DB00539,Toremifene,3351,HTR1B,1.0323,0
DB00334,Olanzapine,152,ADRA2C,1.0321,1
DB00433,Prochlorperazine,1128,CHRM1,1.0321,1
DB00589,Lisuride,3350,HTR1A,1.032,1
DB05294,Vandetanib,6725,SRMS,1.0317,1
DB00656,Trazodone,3358,HTR2C,1.0316,1
DB01118,Amiodarone,148,ADRA1A,1.0316,0
DB00589,Lisuride,150,ADRA2A,1.0315,1
DB05294,Vandetanib,2043,EPHA4,1.0315,1
DB00540,Nortriptyline,6531,SLC6A3,1.0313,1
DB00850,Perphenazine,1812,DRD1,1.031,1
DB06144,Sertindole,3350,HTR1A,1.031,1
DB00317,Gefitinib,4293,MAP3K9,1.0306,0
DB06148,Mianserin,3351,HTR1B,1.0305,0
DB00568,Cinnarizine,6532,SLC6A4,1.0304,1
DB00734,Risperidone,3357,HTR2B,1.0304,1
DB01238,Aripiprazole,1815,DRD4,1.0303,1
DB00434,Cyproheptadine,1129,CHRM2,1.0301,1
DB01238,Aripiprazole,151,ADRA2B,1.0298,1
DB00539,Toremifene,1813,DRD2,1.0297,0
DB06589,Pazopanib,5753,PTK6,1.0297,1
DB06616,Bosutinib,6788,STK3,1.0296,1
DB00257,Clotrimazole,4988,OPRM1,1.0293,1
DB00215,Citalopram,6530,SLC6A2,1.0291,1
DB01071,Mequitazine,1128,CHRM1,1.0287,1
DB06616,Bosutinib,6793,STK10,1.0287,1
DB05294,Vandetanib,695,BTK,1.0286,1
DB06589,Pazopanib,2534,FYN,1.0284,1
DB00434,Cyproheptadine,3358,HTR2C,1.0283,1
DB00376,Trihexyphenidyl,1128,CHRM1,1.0281,1
DB00472,Fluoxetine,6532,SLC6A4,1.0278,1
DB05294,Vandetanib,2050,EPHB4,1.0278,1
DB05294,Vandetanib,3815,KIT,1.0277,1
DB01254,Dasatinib,673,BRAF,1.0273,1
DB00477,Chlorpromazine,1129,CHRM2,1.0271,1
DB00887,Bumetanide,765,CA6,1.0271,1
DB01118,Amiodarone,154,ADRB2,1.0271,0
DB01268,Sunitinib,4067,LYN,1.0271,1
DB05294,Vandetanib,4067,LYN,1.0271,1
DB08877,Ruxolitinib,4293,MAP3K9,1.0271,0
DB01118,Amiodarone,6532,SLC6A4,1.0267,1
DB00568,Cinnarizine,148,ADRA1A,1.0266,0
DB00477,Chlorpromazine,1128,CHRM1,1.0264,1
DB00408,Loxapine,1813,DRD2,1.0263,1
DB01100,Pimozide,3351,HTR1B,1.0261,0
DB00257,Clotrimazole,152,ADRA2C,1.0257,0
DB01079,Tegaserod,3355,HTR1F,1.0255,0
DB00363,Clozapine,1813,DRD2,1.0254,1
DB06589,Pazopanib,6714,SRC,1.0253,1
DB00334,Olanzapine,3355,HTR1F,1.025,0
DB00409,Remoxipride,3357,HTR2B,1.025,0
DB00477,Chlorpromazine,6531,SLC6A3,1.025,1
DB00539,Toremifene,1814,DRD3,1.0249,0
DB00502,Haloperidol,3356,HTR2A,1.0248,1
DB00589,Lisuride,1813,DRD2,1.0247,1
DB06616,Bosutinib,3815,KIT,1.0246,1
DB01224,Quetiapine,152,ADRA2C,1.0242,1
DB06616,Bosutinib,4294,MAP3K10,1.0242,0
DB01254,Dasatinib,2264,FGFR4,1.0241,0
DB01268,Sunitinib,25,ABL1,1.0241,1
DB00433,Prochlorperazine,150,ADRA2A,1.0234,1
DB00808,Indapamide,765,CA6,1.0234,1
DB01268,Sunitinib,695,BTK,1.0233,1
DB00185,Cevimeline,1131,CHRM3,1.0232,1
DB00363,Clozapine,3357,HTR2B,1.0231,1
DB01142,Doxepin,152,ADRA2C,1.0231,1
DB01268,Sunitinib,2064,ERBB2,1.023,0
DB04946,Iloperidone,152,ADRA2C,1.023,1
DB00484,Brimonidine,150,ADRA2A,1.0229,1
DB04841,Flunarizine,4988,OPRM1,1.0228,1
DB00490,Buspirone,3358,HTR2C,1.0227,1
DB00433,Prochlorperazine,3357,HTR2B,1.0225,1
DB06589,Pazopanib,2264,FGFR4,1.0223,1
DB08865,Crizotinib,2534,FYN,1.0223,0
DB00988,Dopamine,150,ADRA2A,1.022,0
DB00481,Raloxifene,1813,DRD2,1.0219,1
DB06616,Bosutinib,4145,MATK,1.0219,1
DB00656,Trazodone,152,ADRA2C,1.0217,1
DB01268,Sunitinib,5599,MAPK8,1.0217,0
DB01618,Molindone,3350,HTR1A,1.0217,1
DB00334,Olanzapine,3356,HTR2A,1.0215,1
DB04842,Fluspirilene,3352,HTR1D,1.0215,1
DB01142,Doxepin,3358,HTR2C,1.0214,1
DB01392,Yohimbine,152,ADRA2C,1.0214,1
DB01238,Aripiprazole,3355,HTR1F,1.0212,0
DB00398,Sorafenib,4067,LYN,1.021,1
DB00887,Bumetanide,759,CA1,1.021,1
DB00637,Astemizole,150,ADRA2A,1.0209,1
DB00933,Mesoridazine,3358,HTR2C,1.0209,1
DB00540,Nortriptyline,3358,HTR2C,1.0208,1
DB00320,Dihydroergotamine,3352,HTR1D,1.0206,1
DB04946,Iloperidone,3350,HTR1A,1.0205,1
DB06616,Bosutinib,389840,MAP3K15,1.0205,0
DB00637,Astemizole,1128,CHRM1,1.02,1
DB00502,Haloperidol,148,ADRA1A,1.0197,1
DB00408,Loxapine,1814,DRD3,1.0196,1
DB00317,Gefitinib,673,BRAF,1.0195,0
DB01238,Aripiprazole,1812,DRD1,1.0195,1
DB01254,Dasatinib,3815,KIT,1.0192,1
DB06616,Bosutinib,6789,STK4,1.0192,1
DB00234,Reboxetine,6531,SLC6A3,1.0191,1
DB00398,Sorafenib,3055,HCK,1.019,1
DB01268,Sunitinib,1969,EPHA2,1.019,0
DB01200,Bromocriptine,3352,HTR1D,1.0185,1
DB00320,Dihydroergotamine,3356,HTR2A,1.0184,1
DB00679,Thioridazine,150,ADRA2A,1.0184,1
DB00623,Fluphenazine,3351,HTR1B,1.0182,0
DB00568,Cinnarizine,3351,HTR1B,1.0181,0
DB00869,Dorzolamide,765,CA6,1.0181,1
DB01186,Pergolide,150,ADRA2A,1.0177,1
DB06691,Mepyramine,3757,KCNH2,1.0177,1
DB00820,Tadalafil,8654,PDE5A,1.0173,1
DB06616,Bosutinib,2044,EPHA5,1.0172,1
DB00656,Trazodone,3351,HTR1B,1.0171,0
DB00679,Thioridazine,3269,HRH1,1.0171,1
DB01148,Flavoxate,1131,CHRM3,1.0171,0
DB01268,Sunitinib,9263,STK17A,1.017,1
DB00668,Epinephrine,152,ADRA2C,1.0169,1
DB06589,Pazopanib,3815,KIT,1.0169,1
DB00804,Dicyclomine,1129,CHRM2,1.0168,1
DB01268,Sunitinib,7297,TYK2,1.0168,1
DB00988,Dopamine,1814,DRD3,1.0167,1
DB01114,Chlorphenamine,1128,CHRM1,1.0166,1
DB00953,Rizatriptan,3352,HTR1D,1.0165,1
DB00539,Toremifene,1812,DRD1,1.0164,0
DB01142,Doxepin,1813,DRD2,1.0163,1
DB06144,Sertindole,1129,CHRM2,1.0162,1
DB06616,Bosutinib,2064,ERBB2,1.0161,1
DB00317,Gefitinib,3055,HCK,1.016,1
DB08877,Ruxolitinib,6789,STK4,1.016,0
DB00490,Buspirone,3357,HTR2B,1.0159,1
DB01191,Dexfenfluramine,3358,HTR2C,1.0159,0
DB00398,Sorafenib,6714,SRC,1.0157,1
DB00433,Prochlorperazine,3350,HTR1A,1.0156,1
DB00540,Nortriptyline,3351,HTR1B,1.0156,0
DB06616,Bosutinib,10114,HIPK3,1.0156,1
DB00320,Dihydroergotamine,3357,HTR2B,1.0152,1
DB00831,Trifluoperazine,152,ADRA2C,1.015,1
DB06616,Bosutinib,640,BLK,1.015,1
DB00398,Sorafenib,5753,PTK6,1.0149,0
DB00530,Erlotinib,3055,HCK,1.0149,1
DB00604,Cisapride,3269,HRH1,1.0149,0
DB00317,Gefitinib,6714,SRC,1.0147,1
DB01268,Sunitinib,640,BLK,1.0147,1
DB01325,Quinethazone,765,CA6,1.0147,0
DB04948,Lofexidine,152,ADRA2C,1.0147,1
DB06144,Sertindole,3358,HTR2C,1.0147,1
DB00637,Astemizole,1813,DRD2,1.0146,1
DB00472,Fluoxetine,3358,HTR2C,1.0145,1
DB00734,Risperidone,1813,DRD2,1.0145,1
DB01268,Sunitinib,389840,MAP3K15,1.0144,1
DB01618,Molindone,150,ADRA2A,1.0143,1
DB00259,Sulfanilamide,762,CA4,1.0142,1
DB01200,Bromocriptine,150,ADRA2A,1.0142,1
DB00502,Haloperidol,1812,DRD1,1.0141,1
DB01267,Paliperidone,3351,HTR1B,1.0141,1
DB05294,Vandetanib,2064,ERBB2,1.0141,1
DB00320,Dihydroergotamine,3351,HTR1B,1.014,1
DB01200,Bromocriptine,1813,DRD2,1.014,1
DB00285,Venlafaxine,6532,SLC6A4,1.0139,1
DB00850,Perphenazine,3350,HTR1A,1.0139,1
DB00247,Methysergide,3350,HTR1A,1.0138,1
DB00834,Mifepristone,2908,NR3C1,1.0138,1
DB00248,Cabergoline,152,ADRA2C,1.0135,1
DB00804,Dicyclomine,1128,CHRM1,1.0135,1
DB04842,Fluspirilene,3351,HTR1B,1.0134,1
DB00434,Cyproheptadine,1131,CHRM3,1.0131,1
DB01118,Amiodarone,1814,DRD3,1.0131,1
DB01268,Sunitinib,5156,PDGFRA,1.0131,1
DB06616,Bosutinib,2321,FLT1,1.0131,0
DB06616,Bosutinib,27330,RPS6KA6,1.0131,1
DB00734,Risperidone,3356,HTR2A,1.013,1
DB00408,Loxapine,3357,HTR2B,1.0129,0
DB00679,Thioridazine,3357,HTR2B,1.0129,1
DB01254,Dasatinib,11184,MAP4K1,1.0129,1
DB00623,Fluphenazine,1812,DRD1,1.0128,1
DB01254,Dasatinib,2041,EPHA1,1.0128,1
DB00368,Norepinephrine,152,ADRA2C,1.0126,1
DB04946,Iloperidone,3356,HTR2A,1.0123,1
DB00490,Buspirone,3356,HTR2A,1.0121,1
DB01267,Paliperidone,150,ADRA2A,1.0121,1
